StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q22,Q22,Q23,Q23,Q24,Q24,Q25,Q25,Q26,Q26,Q1,Q1,Q2,Q2,Q3,Q3,Q4,Q4,Q5,Q5,Q6,Q6,Q7,Q7,Q8,Q8,Q9,Q9,Q10,Q10,Q11,Q11,Q12,Q12,Q13,Q13,Q14,Q14,Q15,Q15,Q16,Q16,Q17,Q17,Q18,Q18,Q19,Q19,Q20,Q20,Q21,Q21
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your anonymous ID number.,Please enter your anonymous ID number.,What is your age?,What is your age?,Gender,Gender,Ethnicity,Ethnicity,Financial Security,Financial Security,Poor people are different from the rest of society.,Poor people are different from the rest of society.,Poor people are dishonest.,Poor people are dishonest.,Most poor people are dirty.,Most poor people are dirty.,Poor people act differently.,Poor people act differently.,Children raised on welfare will never amount to anything.,Children raised on welfare will never amount to anything.,I believe poor people have a different set of values than other people have.,I believe poor people have a different set of values than other people have.,Poor people generally have lower intelligence than non-poor people.,Poor people generally have lower intelligence than non-poor people.,There is a lot of fraud among welfare recipients.,There is a lot of fraud among welfare recipients.,"Some ""poor"" people live better than I do, considering all their benefits.","Some ""poor"" people live better than I do, considering all their benefits.",Poor people think they deserve to be supported.,Poor people think they deserve to be supported.,Welfare mothers have babies to get more money.,Welfare mothers have babies to get more money.,An able-bodied person collecting welfare is ripping off the system.,An able-bodied person collecting welfare is ripping off the system.,Unemployed poor people could find jobs if they tried harder.,Unemployed poor people could find jobs if they tried harder.,Welfare makes people lazy.,Welfare makes people lazy.,Benefits for poor people consume a major part of the federal budget.,Benefits for poor people consume a major part of the federal budget.,People are poor due to circumstances beyond their control.,People are poor due to circumstances beyond their control.,I would support a program that resulted in higher taxes to support social programs for poor people.,I would support a program that resulted in higher taxes to support social programs for poor people.,"If I were poor, I would accept welfare benefits.","If I were poor, I would accept welfare benefits.",Poor people should not be blamed for their misfortune.,Poor people should not be blamed for their misfortune.,Society has the responsibility of helping poor people.,Society has the responsibility of helping poor people.,Poor people are discriminated against.,Poor people are discriminated against.
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID22_TEXT""}","{""ImportId"":""QID22_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID26""}","{""ImportId"":""QID1""}","{""ImportId"":""QID1""}","{""ImportId"":""QID2""}","{""ImportId"":""QID2""}","{""ImportId"":""QID3""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID21""}"
9/17/25 12:17,9/17/25 12:19,0,38.114.122.175,100,122,1,9/17/25 12:19,R_6oHeqUMBtum8Thd,,,,,32.7767,-96.805,qr,EN,1080,1080,4,18-24 years old,2,Female,1,Caucasian,3,Somewhat secure,4,Disagree,4,Disagree,4,Disagree,3,Neutral,5,Strongly disagree,4,Disagree,5,Strongly disagree,4,Disagree,3,Neutral,4,Disagree,5,Strongly disagree,4,Disagree,4,Disagree,3,Neutral,4,Disagree,2,Agree,2,Agree,2,Agree,2,Agree,2,Agree,1,Strongly agree
9/17/25 12:17,9/17/25 12:19,0,192.88.11.210,100,124,1,9/17/25 12:19,R_3I0cb7HzcfOT9ux,,,,,32.3251,-95.2981,qr,EN,1096,1096,4,18-24 years old,2,Female,1,Caucasian,3,Somewhat secure,3,Neutral,4,Disagree,3,Neutral,2,Agree,5,Strongly disagree,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral
9/17/25 12:17,9/17/25 12:19,0,192.88.11.210,100,118,1,9/17/25 12:19,R_1Rq2z42w6xH2OI1,,,,,32.3251,-95.2981,qr,EN,1083,1083,4,18-24 years old,2,Female,2,African-Canadian/Black,1,Very secure,4,Disagree,4,Disagree,4,Disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,4,Disagree,4,Disagree,5,Strongly disagree,1,Strongly agree,5,Strongly disagree,1,Strongly agree,1,Strongly agree,1,Strongly agree,1,Strongly agree
9/17/25 12:17,9/17/25 12:20,0,192.88.11.210,100,139,1,9/17/25 12:20,R_5hhikEDDQyCR5K8,,,,,32.3251,-95.2981,qr,EN,1005,1005,4,18-24 years old,2,Female,1,Caucasian,2,Secure,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,4,Disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,3,Neutral,5,Strongly disagree,3,Neutral,1,Strongly agree,3,Neutral,1,Strongly agree,1,Strongly agree,2,Agree,1,Strongly agree
9/17/25 12:18,9/17/25 12:20,0,192.88.11.210,100,98,1,9/17/25 12:20,R_5pKIPxHd6C0HObM,,,,,32.3251,-95.2981,qr,EN,1019,1019,4,18-24 years old,3,Non-binary / third gender,1,Caucasian,4,Somewhat insecure,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,1,Strongly agree,3,Neutral,1,Strongly agree,1,Strongly agree,1,Strongly agree
9/17/25 12:17,9/17/25 12:20,0,192.88.11.210,100,150,1,9/17/25 12:20,R_6r60UFmpSyf9Ixp,,,,,32.3251,-95.2981,qr,EN,1053,1053,5,25-34 years old,1,Male,1,Caucasian,3,Somewhat secure,3,Neutral,4,Disagree,4,Disagree,3,Neutral,4,Disagree,3,Neutral,3,Neutral,3,Neutral,3,Neutral,3,Neutral,2,Agree,3,Neutral,3,Neutral,3,Neutral,3,Neutral,2,Agree,3,Neutral,3,Neutral,3,Neutral,3,Neutral,2,Agree
9/17/25 12:17,9/17/25 12:20,0,192.88.11.210,100,153,1,9/17/25 12:20,R_31z1gRzgEW5ZWY3,,,,,32.3251,-95.2981,qr,EN,1017,1017,4,18-24 years old,2,Female,2,African-Canadian/Black,1,Very secure,4,Disagree,5,Strongly disagree,5,Strongly disagree,3,Neutral,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,5,Strongly disagree,2,Agree,1,Strongly agree,5,Strongly disagree,4,Disagree,4,Disagree,4,Disagree,3,Neutral,1,Strongly agree,1,Strongly agree,1,Strongly agree,1,Strongly agree,1,Strongly agree,1,Strongly agree
9/17/25 12:17,9/17/25 12:20,0,192.88.11.210,100,162,1,9/17/25 12:20,R_5n7M0Wx7grco14Z,,,,,32.3251,-95.2981,qr,EN,1032,1032,4,18-24 years old,2,Female,1,Caucasian,6,Very insecure,2,Agree,3,Neutral,3,Neutral,3,Neutral,5,Strongly disagree,4,Disagree,4,Disagree,3,Neutral,4,Disagree,4,Disagree,4,Disagree,3,Neutral,4,Disagree,3,Neutral,3,Neutral,3,Neutral,4,Disagree,2,Agree,3,Neutral,4,Disagree,2,Agree
